State,Measure,Sector,Year,Pivot Field Names,Value
New York,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",75
New York,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",157.7
New York,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",22.1
New York,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",22
New York,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",7.6
New York,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",31.3
New York,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",74.7
North Carolina,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",111.6
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",3.2
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",55.4
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",14.9
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",6.6
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",31.5
North Carolina,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",106.4
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",3.7
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",46.3
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",15.2
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",6.3
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",34.9
North Carolina,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",111
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",3.8
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",46.9
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",16.9
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",5.2
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",38.2
North Carolina,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",128.3
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",4.1
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",57.2
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",17.8
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",6.5
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",42.7
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",148.5
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",4.6
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",71.4
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",15.8
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",7.1
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",49.6
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",153.9
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",5
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",75.5
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",13.7
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",6.6
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",53.1
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",143
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",5.1
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",73
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",10.7
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",6.4
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",47.8
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",128.4
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",4.3
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",62.3
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",10.3
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",5.1
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",46.4
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",121.1
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",4.1
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",57.3
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",9.9
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",4.3
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",45.5
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",124.7
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",4.2
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",56
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",10.2
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",5.2
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",49.1
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",127.2
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",4.8
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",57.5
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",10
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",5.7
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",49.2
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",120.7
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",5.3
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",52.1
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",9.8
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",5.3
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",48.2
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",120.2
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",5.3
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",51.1
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",9.7
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",5.1
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",49
North Carolina,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",115.8
North Carolina,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",5.1
North Carolina,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",47.3
North Carolina,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",9.7
North Carolina,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",4.5
North Carolina,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",49.2
North Dakota,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",24.9
North Dakota,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",1.3
North Dakota,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",14.4
North Dakota,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",2.8
North Dakota,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",1.2
North Dakota,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",5.2
North Dakota,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",37.6
North Dakota,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",1
North Dakota,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",21.5
North Dakota,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",9
North Dakota,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",1.2
